# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
49	C	A	Chr1	53520	47	0.20679	0.00095	1.000000000	1.21429	0.30035	4.90917	0.08432	0.00095	0.00000	0.00000	0
74	C	A	Chr1	73377	16	0.09620	0.00000	1.000000000	1.00000	0.13387	7.47017	0.00000	0.00000	0.00000	0.00000	0
127	C	A	Chr1	116280	47	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
139	C	A	Chr1	144569	18	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
140	C	A	Chr1	149998	19	0.35316	0.12903	0.001415487	0.13514	0.03540	0.51580	0.86923	0.12903	0.00000	0.00000	0
154	C	A	Chr1	182004	33	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
170	C	A	Chr1	219294	63	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
209	C	A	Chr1	264072	37	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
347	C	A	Chr1	492111	59	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
349	C	A	Chr1	493220	55	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
350	C	A	Chr1	493142	26	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
362	C	A	Chr1	505904	29	0.33892	0.00093	0.792799509	1.16129	0.39720	3.39528	0.06494	0.00093	0.00000	0.00000	0
370	C	A	Chr1	510235	35	0.09620	0.00000	1.000000000	1.00000	0.13387	7.47017	0.00000	0.00000	0.00000	0.00000	0
435	C	A	Chr1	584260	56	0.49451	0.04148	0.108130528	2.30769	0.92122	5.78089	0.36318	0.04148	0.00000	0.00000	0
458	C	A	Chr1	605028	71	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
461	C	A	Chr1	610983	69	0.09620	0.00000	1.000000000	1.00000	0.13387	7.47017	0.00000	0.00000	0.00000	0.00000	0
464	C	A	Chr1	611267	20	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
476	C	A	Chr1	621068	12	0.02564	0.01367	0.487179487	2.15789	0.18795	24.77584	0.33403	0.01367	0.00000	0.00000	0
517	C	A	Chr1	665621	11	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
520	C	A	Chr1	667801	70	0.05477	0.02556	0.494522692	2.83784	0.28171	28.58723	0.45299	0.02556	0.00000	0.00000	0
569	C	A	Chr1	744781	77	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
672	C	A	Chr1	889506	13	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
689	C	A	Chr1	898187	46	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
849	C	A	Chr1	1066215	65	0.02564	0.01234	1.000000000	0.51282	0.04467	5.88764	0.29003	0.01234	0.00000	0.00000	0
863	C	A	Chr1	1091515	5	0.47468	0.06667	0.023663643	0.33333	0.12933	0.85912	0.47712	0.06667	0.00000	0.00000	0
893	C	A	Chr1	1121565	15	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
